Cust_id,Age,Account_balance,Personal_lone_ind,Home_lone_ind,Prime_Customer_ind,Overall_Satisfaction
102067,31,32612.37,0,0,1,Satisfied
102068,73,25968.04,0,1,0,Satisfied
102069,47,95635.96,1,1,1,Dissatisfied
102070,67,92406.65,1,0,0,Dissatisfied
102071,21,46274.34,0,0,1,Dissatisfied
102072,35,84773.19,1,1,1,Satisfied
102073,79,45780.02,0,1,0,Dissatisfied
102074,54,43014.51,1,0,0,Satisfied
102075,42,16519.53,1,0,0,Dissatisfied
102076,65,43214.2,0,1,0,Satisfied
102077,18,54204.28,1,0,0,Dissatisfied
102078,70,3227.93,1,1,0,Satisfied
102079,63,44967.19,0,0,0,Dissatisfied
102080,32,78354.27,1,1,1,Satisfied
102081,26,68324.56,0,0,0,Satisfied
102082,32,63880.54,1,1,1,Satisfied
102083,66,91045.99,0,1,1,Dissatisfied
102084,74,2785.17,1,0,1,Satisfied
102085,41,56147.71,0,1,1,Satisfied
102086,21,78947.54,0,0,1,Dissatisfied
102087,29,54592.2,0,0,1,Dissatisfied
102088,76,33065.66,0,1,0,Satisfied
102089,75,14488.81,1,0,0,Dissatisfied
102090,54,88868.74,0,0,0,Dissatisfied
102091,78,47605.48,1,0,0,Dissatisfied
102092,54,87933.4,0,0,0,Dissatisfied
102093,60,58999.36,1,1,1,Dissatisfied
102094,77,67745.02,1,0,0,Dissatisfied
102095,23,80621.85,1,0,0,Satisfied
102096,56,66256.4,1,0,0,Satisfied
102097,73,40407.43,1,0,1,Satisfied
102098,63,51849.71,1,0,0,Satisfied
102099,41,80501.51,0,1,1,Dissatisfied
102100,28,37991.38,1,0,0,Dissatisfied
102101,79,39424.02,1,0,1,Dissatisfied
102102,30,10473.32,0,1,0,Satisfied
102103,51,91543.86,1,0,0,Dissatisfied
102104,42,10012.6,0,0,1,Dissatisfied
102105,24,65172.71,1,1,0,Dissatisfied
102106,69,41906.25,0,0,0,Dissatisfied
102107,21,41156.32,1,0,0,Dissatisfied
102108,76,68275.63,1,0,1,Satisfied
102109,25,7642.28,1,0,1,Dissatisfied
102110,37,59776.87,1,0,1,Satisfied
102111,46,77431.15,1,1,0,Dissatisfied
102112,71,82993.06,0,0,0,Dissatisfied
102113,70,17882.51,0,1,0,Satisfied
102114,68,89844.49,0,1,1,Dissatisfied
102115,62,65958.46,0,1,0,Dissatisfied
102116,63,88303.63,0,0,1,Dissatisfied
102117,27,49042.79,1,0,0,Dissatisfied
102118,60,54661.3,1,0,0,Satisfied
102119,51,91984.79,1,1,0,Dissatisfied
102120,74,90091.04,0,0,0,Satisfied
102121,43,45367.93,0,1,1,Dissatisfied
102122,58,28166.85,1,0,0,Dissatisfied
102123,66,39923.87,0,1,0,Satisfied
102124,75,39388.67,0,0,0,Dissatisfied
102125,20,29399.82,0,1,0,Dissatisfied
102126,73,27589.38,0,0,0,Dissatisfied
102127,23,86245.23,0,1,1,Satisfied
102128,22,7916.33,0,0,0,Satisfied
102129,22,68083.51,0,1,0,Dissatisfied
102130,71,18109.19,1,1,1,Dissatisfied
102131,64,35106.08,0,0,1,Satisfied
102132,40,7092.76,0,0,0,Dissatisfied
102133,66,27727.39,1,0,1,Satisfied
102134,26,77073.69,1,0,1,Satisfied
102135,52,88616.52,0,1,0,Dissatisfied
102136,37,22931.19,1,0,1,Satisfied
102137,75,46891.24,0,0,0,Dissatisfied
102138,66,47562.08,0,1,0,Satisfied
102139,78,87483.96,1,0,0,Dissatisfied
102140,76,76517.11,1,1,1,Dissatisfied
102141,59,51794.64,0,0,1,Satisfied
102142,52,67403.97,1,0,0,Dissatisfied
102143,67,84888.15,1,0,0,Satisfied
102144,35,1944.36,0,0,0,Satisfied
102145,79,40886.11,0,0,0,Satisfied
102146,34,90817.07,0,0,1,Dissatisfied
102147,41,74290.99,1,0,0,Satisfied
102148,20,54741.3,0,0,0,Dissatisfied
102149,49,53434.81,1,0,0,Dissatisfied
102150,52,35429.24,0,0,1,Satisfied
102151,55,52531.53,0,1,1,Satisfied
102152,30,65882.94,1,1,0,Satisfied
102153,73,42417.94,1,1,0,Dissatisfied
102154,78,71701.16,0,1,0,Satisfied
102155,64,86261.99,0,1,1,Satisfied
102156,42,16313.8,1,0,0,Dissatisfied
102157,26,45703.16,0,0,0,Dissatisfied
102158,21,41393.99,0,0,0,Dissatisfied
102159,31,69059.02,1,1,0,Dissatisfied
102160,54,25736.88,1,1,0,Dissatisfied
102161,51,64384.84,0,0,0,Dissatisfied
102162,28,87871.43,1,0,0,Satisfied
102163,58,42395.03,1,1,0,Dissatisfied
102164,73,91190.55,0,0,0,Satisfied
102165,20,99323.21,1,0,0,Dissatisfied
102166,76,11503.11,0,0,1,Dissatisfied
102167,45,24072.27,0,1,0,Dissatisfied
102168,46,95087.6,0,0,0,Satisfied
102169,26,95874.44,0,0,1,Dissatisfied
102170,20,10673.02,1,0,1,Dissatisfied
102171,42,2484.85,0,0,0,Satisfied
102172,51,16948.9,1,0,0,Dissatisfied
102173,29,99605.27,0,0,1,Satisfied
102174,59,18819.96,0,0,0,Dissatisfied
102175,26,50752.21,1,0,1,Satisfied
102176,32,84993.35,1,0,1,Dissatisfied
102177,57,3019.76,1,0,0,Dissatisfied
102178,42,60844.41,1,1,0,Dissatisfied
102179,22,28425.52,0,0,0,Dissatisfied
102180,28,86371.16,1,0,1,Satisfied
102181,76,29062.65,0,1,1,Satisfied
102182,51,68988.82,1,0,0,Satisfied
102183,41,67747.74,1,0,0,Dissatisfied
102184,77,22927.86,0,0,1,Satisfied
102185,32,4445.12,0,1,1,Dissatisfied
102186,55,41515.71,1,1,1,Dissatisfied
102187,25,29630.12,1,0,0,Dissatisfied
102188,76,81088.8,0,1,0,Satisfied
102189,22,80236.05,1,0,0,Dissatisfied
102190,65,46245.37,1,1,1,Dissatisfied
102191,43,61044.71,0,0,0,Satisfied
102192,35,60821.69,0,1,1,Dissatisfied
102193,23,82888.66,1,0,0,Satisfied
102194,54,43075.24,0,0,0,Satisfied
102195,77,28269.22,0,0,1,Dissatisfied
102196,65,27238.46,1,1,1,Satisfied
102197,30,54083.04,1,1,0,Dissatisfied
102198,45,45465.67,1,0,0,Dissatisfied
102199,22,44571.96,0,1,1,Satisfied
102200,30,10022.6,1,1,1,Satisfied
102201,34,72141.77,1,1,1,Dissatisfied
102202,67,22159.93,0,0,0,Dissatisfied
102203,57,20498.41,1,0,0,Dissatisfied
102204,62,41863.07,1,0,1,Satisfied
102205,49,23550.06,1,0,1,Satisfied
102206,79,58801.97,1,1,0,Dissatisfied
102207,46,37774.87,0,1,1,Satisfied
102208,68,45442.26,1,1,0,Satisfied
102209,75,54179.76,1,0,0,Dissatisfied
102210,20,21150.02,1,1,1,Dissatisfied
102211,73,16419.41,1,0,0,Dissatisfied
102212,57,88161.77,0,1,1,Satisfied
102213,51,43938.65,0,0,0,Dissatisfied
102214,57,41797.27,0,1,0,Satisfied
102215,44,4525.6,1,1,0,Satisfied
102216,30,50299.65,0,1,0,Dissatisfied
102217,62,55862.8,1,0,0,Satisfied
102218,50,56325.25,0,0,0,Dissatisfied
102219,23,70996.09,0,0,0,Satisfied
102220,41,18570.7,0,0,1,Satisfied
102221,36,25970.09,1,1,0,Satisfied
102222,33,81262.32,1,1,1,Satisfied
102223,57,94769.89,1,0,0,Dissatisfied
102224,45,14457.34,1,0,0,Dissatisfied
102225,50,50267.31,0,1,0,Satisfied
102226,76,22203.45,0,0,0,Dissatisfied
102227,76,6947.24,1,0,1,Satisfied
102228,65,33224.83,1,1,1,Satisfied
102229,58,15225.07,0,1,0,Dissatisfied
102230,30,71283.37,1,0,0,Dissatisfied
102231,60,53838.82,0,0,0,Dissatisfied
102232,62,15239.61,0,0,1,Dissatisfied
102233,42,1914.92,0,0,1,Dissatisfied
102234,70,81007.55,1,0,0,Satisfied
102235,59,18443.25,0,0,0,Dissatisfied
102236,53,61015.45,0,1,0,Dissatisfied
102237,44,34355.27,0,1,1,Dissatisfied
102238,55,58963.11,0,1,1,Dissatisfied
102239,77,32249.71,1,0,1,Satisfied
102240,24,9607.02,0,0,0,Dissatisfied
102241,22,23072.05,0,1,1,Dissatisfied
102242,60,19617.8,1,1,0,Satisfied
102243,62,43373.92,0,1,1,Dissatisfied
102244,75,66170.09,0,1,0,Dissatisfied
102245,74,27116.8,0,1,1,Satisfied
102246,68,2194.92,1,0,0,Satisfied
102247,48,52374.8,1,0,0,Dissatisfied
102248,40,60970.19,0,0,1,Satisfied
102249,59,96324.18,1,1,1,Dissatisfied
102250,27,59357.61,1,0,1,Dissatisfied
102251,49,47646.08,1,1,1,Satisfied
102252,60,57766.76,0,0,1,Satisfied
102253,70,92862.16,0,1,0,Dissatisfied
102254,47,83009.44,1,0,0,Dissatisfied
102255,56,32974.89,1,0,1,Dissatisfied
102256,48,24488.18,1,1,1,Satisfied
102257,35,27000.73,0,0,0,Satisfied
102258,53,50937.68,0,0,0,Satisfied
102259,19,74660.9,1,0,1,Dissatisfied
102260,31,50818.7,1,1,1,Satisfied
102261,30,7711.84,0,1,0,Satisfied
102262,46,72634.49,0,1,0,Dissatisfied
102263,29,80791.04,0,1,1,Dissatisfied
102264,56,29660.29,1,1,0,Dissatisfied
102265,19,66748.45,1,0,0,Dissatisfied
102266,49,43232.6,1,0,0,Dissatisfied
102267,30,89022.82,1,0,0,Dissatisfied
102268,63,84677.33,0,0,0,Dissatisfied
102269,44,53017.77,1,1,0,Satisfied
102270,66,69459.05,1,0,0,Dissatisfied
102271,58,88451.62,1,0,1,Satisfied
102272,34,50075.98,1,0,0,Satisfied
102273,57,32011.82,0,0,0,Dissatisfied
102274,48,75612.95,1,1,0,Dissatisfied
102275,51,22786.56,1,0,0,Satisfied
102276,77,39464.58,1,1,0,Dissatisfied
102277,41,86707.0,0,0,1,Satisfied
102278,62,72717.81,1,1,0,Dissatisfied
102279,52,40977.29,0,0,0,Dissatisfied
102280,65,22259.71,0,0,1,Dissatisfied
102281,23,36240.87,0,1,0,Satisfied
102282,36,29126.31,1,0,0,Satisfied
102283,47,18432.84,0,0,1,Dissatisfied
102284,24,74589.96,0,0,1,Dissatisfied
102285,27,25954.92,1,0,1,Dissatisfied
102286,58,45962.58,1,1,0,Dissatisfied
102287,49,39200.09,1,0,1,Dissatisfied
102288,51,98225.66,0,1,1,Dissatisfied
102289,45,39718.13,1,0,0,Dissatisfied
102290,77,8918.27,0,0,1,Dissatisfied
102291,32,9892.75,0,0,0,Satisfied
102292,47,59484.62,0,1,0,Dissatisfied
102293,54,60336.99,1,0,0,Satisfied
102294,46,42457.14,0,1,0,Dissatisfied
102295,39,43752.53,0,0,0,Satisfied
102296,21,6339.33,0,1,0,Dissatisfied
102297,37,52138.1,0,1,0,Satisfied
102298,49,50969.21,1,0,1,Satisfied
102299,53,15805.38,1,1,0,Satisfied
102300,67,11280.1,0,0,1,Satisfied
102301,21,13233.68,0,0,0,Satisfied
102302,44,11001.8,0,0,1,Dissatisfied
102303,34,61361.11,1,1,0,Satisfied
102304,29,20451.78,0,0,1,Dissatisfied
102305,39,25891.59,0,0,1,Dissatisfied
102306,34,18183.64,1,1,1,Satisfied
102307,27,95825.7,0,0,0,Dissatisfied
102308,71,85607.13,0,0,0,Dissatisfied
102309,18,23818.99,0,1,0,Satisfied
102310,39,33429.06,0,0,0,Dissatisfied
102311,43,21779.39,1,0,0,Dissatisfied
102312,73,49695.72,1,1,1,Satisfied
102313,76,2941.44,0,0,0,Satisfied
102314,35,67465.43,0,0,0,Satisfied
102315,67,52792.66,1,0,1,Satisfied
102316,31,89965.25,1,1,0,Dissatisfied
102317,64,17274.88,0,0,0,Dissatisfied
102318,46,80606.82,1,0,1,Satisfied
102319,29,79404.14,0,0,0,Satisfied
102320,53,13590.94,1,0,1,Dissatisfied
102321,76,40457.36,1,1,0,Dissatisfied
102322,52,17845.11,1,0,0,Dissatisfied
102323,69,26217.33,0,1,1,Satisfied
102324,78,27061.37,0,0,1,Satisfied
102325,29,56067.4,1,0,0,Dissatisfied
102326,24,41729.68,1,0,1,Dissatisfied
102327,46,94825.55,1,0,0,Dissatisfied
102328,28,13510.64,0,0,0,Satisfied
102329,50,97395.52,1,1,1,Satisfied
102330,23,23833.23,1,1,0,Satisfied
102331,64,77514.52,0,0,1,Dissatisfied
102332,32,34558.02,0,1,1,Dissatisfied
102333,49,15165.06,0,1,1,Dissatisfied
102334,68,85931.03,1,0,0,Satisfied
102335,28,31577.23,1,0,1,Dissatisfied
102336,75,66226.69,1,1,1,Satisfied
102337,40,57077.92,0,0,0,Dissatisfied
102338,43,47703.87,1,1,0,Dissatisfied
102339,51,50086.13,1,1,1,Satisfied
102340,63,73491.55,0,0,0,Satisfied
102341,51,9689.52,0,1,0,Satisfied
102342,46,67149.89,0,0,0,Satisfied
102343,21,89685.4,1,0,0,Dissatisfied
102344,34,6721.03,0,0,0,Dissatisfied
102345,52,14924.68,0,0,0,Satisfied
102346,30,71946.56,0,0,0,Dissatisfied
102347,58,44290.88,1,0,1,Dissatisfied
102348,56,40951.31,0,1,0,Satisfied
102349,32,14559.7,0,0,0,Satisfied
102350,72,51170.23,0,0,1,Satisfied
102351,46,13527.99,0,0,1,Dissatisfied
102352,46,48185.43,0,0,0,Satisfied
102353,28,76597.91,1,0,0,Satisfied
102354,69,26568.17,1,1,0,Satisfied
102355,49,48597.83,1,0,0,Dissatisfied
102356,19,99209.58,1,1,1,Dissatisfied
102357,64,68978.39,0,0,0,Satisfied
102358,31,84294.32,1,1,0,Satisfied
102359,37,42069.91,0,0,0,Dissatisfied
102360,39,77018.23,0,0,0,Dissatisfied
102361,28,5010.41,1,1,0,Satisfied
102362,44,13168.21,1,0,1,Satisfied
102363,20,21103.99,1,1,1,Dissatisfied
102364,34,40793.24,1,1,0,Dissatisfied
102365,79,84728.74,1,0,0,Satisfied
102366,61,35280.34,1,1,0,Dissatisfied
102367,73,65807.5,1,1,1,Dissatisfied
102368,45,71222.12,1,0,0,Dissatisfied
102369,46,59032.05,0,0,1,Dissatisfied
102370,38,36366.95,0,0,0,Satisfied
102371,64,58128.28,1,0,0,Satisfied
102372,33,34884.29,0,0,0,Satisfied
102373,54,9303.5,0,1,0,Satisfied
102374,76,99287.59,0,1,1,Dissatisfied
102375,37,13591.06,0,1,0,Dissatisfied
102376,23,8162.49,1,1,1,Dissatisfied
102377,36,87974.54,1,0,0,Satisfied
102378,74,30881.63,1,0,0,Dissatisfied
102379,22,65379.4,1,1,0,Dissatisfied
102380,20,33571.57,1,0,0,Dissatisfied
102381,76,39753.97,1,1,1,Satisfied
102382,18,26949.18,1,0,0,Satisfied
102383,75,34961.36,0,0,0,Dissatisfied
102384,77,41659.34,0,0,0,Satisfied
102385,55,72321.19,0,0,0,Satisfied
102386,32,51642.08,1,0,1,Dissatisfied
102387,51,94412.96,1,0,1,Dissatisfied
102388,78,5146.16,1,0,0,Dissatisfied
102389,52,50803.76,1,0,1,Satisfied
102390,66,58838.25,0,0,1,Dissatisfied
102391,42,92099.5,0,0,0,Dissatisfied
102392,41,5866.69,1,1,0,Satisfied
102393,29,57776.46,0,0,0,Satisfied
102394,35,85509.36,1,0,0,Satisfied
102395,32,24950.85,1,1,0,Dissatisfied
102396,61,87752.94,1,1,0,Satisfied
102397,33,2885.3,0,0,0,Satisfied
102398,44,73513.01,1,0,1,Satisfied
102399,25,93378.21,1,0,0,Satisfied
102400,77,66062.57,1,0,1,Satisfied
102401,63,44463.9,1,1,1,Satisfied
102402,42,5443.22,1,1,1,Dissatisfied
102403,34,92091.27,0,1,0,Dissatisfied
102404,46,47559.33,1,1,0,Dissatisfied
102405,70,3870.68,1,0,0,Satisfied
102406,25,69292.29,0,1,1,Dissatisfied
102407,32,48701.89,0,0,1,Dissatisfied
102408,44,13310.19,0,0,0,Dissatisfied
102409,63,22212.91,1,1,0,Satisfied
102410,67,7384.58,0,0,1,Dissatisfied
102411,69,57855.06,0,0,1,Dissatisfied
102412,24,62580.92,1,1,1,Dissatisfied
102413,20,51068.49,1,0,1,Dissatisfied
102414,46,81893.11,0,0,0,Satisfied
102415,61,86239.87,0,0,1,Satisfied
102416,70,61946.82,0,1,1,Dissatisfied
102417,41,2262.89,0,0,1,Satisfied
102418,77,69827.74,0,0,0,Satisfied
102419,75,42381.92,1,0,1,Dissatisfied
102420,20,56990.19,1,1,1,Dissatisfied
102421,37,65258.98,1,1,0,Satisfied
102422,63,35673.42,0,0,0,Satisfied
102423,32,91792.75,1,0,1,Satisfied
102424,42,14263.51,1,0,1,Dissatisfied
102425,47,67479.67,0,0,0,Satisfied
102426,31,1431.6,0,0,1,Satisfied
102427,24,92540.46,1,0,0,Satisfied
102428,34,12137.91,1,1,1,Dissatisfied
102429,79,10393.54,0,1,1,Dissatisfied
102430,61,33967.76,1,0,0,Dissatisfied
102431,37,37983.06,1,0,1,Satisfied
102432,53,22215.71,1,0,0,Dissatisfied
102433,26,58927.04,0,0,1,Dissatisfied
102434,55,44848.5,1,0,0,Dissatisfied
102435,65,4383.38,0,0,0,Dissatisfied
102436,74,32645.55,1,0,1,Dissatisfied
102437,77,81232.86,1,0,1,Dissatisfied
102438,39,69280.45,0,1,0,Dissatisfied
102439,71,72762.21,1,0,0,Dissatisfied
102440,70,70113.58,0,0,0,Dissatisfied
102441,70,31786.33,1,0,1,Dissatisfied
102442,19,10866.73,0,1,0,Satisfied
102443,41,27974.25,1,0,0,Dissatisfied
102444,25,83346.74,0,0,1,Dissatisfied
102445,28,98066.61,1,1,1,Satisfied
102446,30,49890.85,1,1,0,Dissatisfied
102447,34,1960.34,1,1,1,Satisfied
102448,25,14864.44,0,0,1,Dissatisfied
102449,38,32885.98,1,1,0,Satisfied
102450,35,58279.95,0,1,1,Dissatisfied
102451,47,8434.27,1,1,1,Dissatisfied
102452,35,94392.37,1,0,0,Dissatisfied
102453,63,37143.28,1,0,0,Dissatisfied
102454,64,91345.84,1,1,1,Dissatisfied
102455,48,78271.66,0,1,0,Dissatisfied
102456,55,75788.29,1,1,0,Dissatisfied
102457,49,61065.24,0,1,0,Satisfied
102458,28,63051.6,1,0,0,Dissatisfied
102459,62,64162.32,1,0,0,Dissatisfied
102460,42,63243.42,1,1,0,Dissatisfied
102461,50,55819.09,1,1,0,Satisfied
102462,77,98654.99,0,1,0,Dissatisfied
102463,55,73496.77,1,1,0,Dissatisfied
102464,58,77917.69,0,0,1,Dissatisfied
102465,25,87373.82,1,0,1,Satisfied
102466,28,22348.34,1,1,0,Satisfied
102467,39,9296.61,0,0,1,Dissatisfied
102468,68,48806.55,0,1,1,Dissatisfied
102469,41,51893.99,0,1,1,Satisfied
102470,58,83089.0,1,0,0,Dissatisfied
102471,34,44934.57,0,1,0,Dissatisfied
102472,29,57514.45,1,0,1,Dissatisfied
102473,74,53180.02,1,1,0,Dissatisfied
102474,63,4782.08,0,0,1,Dissatisfied
102475,49,61906.27,0,1,0,Satisfied
102476,32,82976.29,1,1,1,Satisfied
102477,33,16592.55,0,0,0,Dissatisfied
102478,71,59838.84,1,1,0,Satisfied
102479,39,59767.44,0,1,1,Dissatisfied
102480,45,17254.31,0,1,0,Dissatisfied
102481,37,13222.89,1,1,0,Satisfied
102482,50,98025.14,0,0,0,Satisfied
102483,27,39978.2,1,0,0,Satisfied
102484,57,23514.75,1,0,0,Satisfied
102485,49,17961.13,0,1,1,Dissatisfied
102486,67,67092.57,0,0,1,Dissatisfied
102487,77,61335.08,0,0,1,Satisfied
102488,50,64711.66,0,0,0,Dissatisfied
102489,19,9712.6,1,0,0,Satisfied
102490,50,89459.92,1,1,1,Dissatisfied
102491,50,39537.37,0,0,1,Satisfied
102492,58,32023.57,0,1,1,Dissatisfied
102493,30,46773.78,0,0,0,Satisfied
102494,47,39616.54,0,1,1,Satisfied
102495,50,86494.12,1,0,0,Dissatisfied
102496,30,92996.84,1,0,0,Dissatisfied
102497,69,31041.87,0,0,1,Satisfied
102498,43,86529.64,0,0,0,Dissatisfied
102499,39,78370.79,1,0,0,Dissatisfied
102500,56,93149.96,0,0,1,Dissatisfied
102501,19,25329.28,1,0,1,Dissatisfied
102502,55,58118.96,0,0,1,Dissatisfied
102503,56,28179.91,1,1,0,Satisfied
102504,43,82585.35,1,0,0,Dissatisfied
102505,63,1527.09,0,1,0,Dissatisfied
102506,75,56917.1,1,1,1,Dissatisfied
102507,67,34581.14,1,0,0,Dissatisfied
102508,32,32945.69,0,0,0,Satisfied
102509,51,64845.73,0,0,0,Dissatisfied
102510,59,85296.96,1,0,0,Dissatisfied
102511,72,61310.34,1,1,1,Dissatisfied
102512,61,85464.12,1,0,0,Satisfied
102513,66,27195.11,1,0,1,Satisfied
102514,57,52430.68,1,0,0,Dissatisfied
102515,28,45603.12,1,1,0,Satisfied
102516,78,2152.85,1,1,1,Dissatisfied
102517,20,56124.4,0,1,1,Dissatisfied
102518,76,66490.91,1,1,1,Dissatisfied
102519,23,59599.53,0,0,1,Satisfied
102520,26,73891.71,0,0,0,Satisfied
102521,23,57562.61,1,0,0,Dissatisfied
102522,26,7608.28,0,0,0,Satisfied
102523,56,12528.11,0,0,1,Dissatisfied
102524,48,60050.98,0,0,0,Dissatisfied
102525,49,28222.94,1,0,0,Satisfied
102526,58,8884.87,1,0,1,Satisfied
102527,67,43530.67,1,1,0,Dissatisfied
102528,29,55877.94,1,1,0,Satisfied
102529,25,33545.85,0,0,0,Satisfied
102530,25,72322.94,0,0,1,Dissatisfied
102531,67,64733.29,0,0,1,Dissatisfied
102532,45,33949.02,0,1,0,Dissatisfied
102533,79,75732.38,0,1,0,Satisfied
102534,37,65220.81,0,0,0,Dissatisfied
102535,79,64107.09,0,0,0,Dissatisfied
102536,64,55789.34,1,0,0,Dissatisfied
102537,76,2127.58,1,0,0,Dissatisfied
102538,24,69954.21,1,1,1,Satisfied
102539,28,38228.14,1,0,0,Satisfied
102540,37,94318.36,0,1,1,Dissatisfied
102541,33,81980.49,1,0,0,Dissatisfied
102542,21,59181.75,0,1,0,Dissatisfied
102543,23,25966.02,1,0,0,Satisfied
102544,75,21168.02,1,0,1,Satisfied
102545,39,34698.1,1,1,1,Satisfied
102546,43,48180.23,1,1,0,Dissatisfied
102547,20,30310.49,1,1,0,Dissatisfied
102548,58,51978.02,1,1,1,Satisfied
102549,77,17371.67,0,1,1,Satisfied
102550,59,97793.57,1,0,1,Satisfied
102551,31,11684.53,0,1,0,Dissatisfied
102552,28,93262.47,1,1,1,Dissatisfied
102553,35,91444.22,0,0,0,Dissatisfied
102554,71,53010.69,0,0,0,Dissatisfied
102555,29,72766.12,1,1,0,Dissatisfied
102556,40,44168.78,0,1,0,Dissatisfied
102557,29,63373.42,1,0,0,Satisfied
102558,30,34717.02,0,1,0,Satisfied
102559,42,30814.74,1,1,0,Dissatisfied
102560,62,58244.75,1,0,1,Satisfied
102561,68,50314.84,1,1,1,Dissatisfied
102562,75,58374.1,0,0,0,Dissatisfied
102563,36,29379.4,0,0,0,Satisfied
102564,72,37328.83,1,0,0,Dissatisfied
102565,63,9305.9,0,1,0,Dissatisfied
102566,53,6175.36,0,0,0,Satisfied
102567,62,26092.26,1,1,0,Dissatisfied
102568,25,8350.44,0,0,0,Satisfied
102569,46,11273.7,0,1,1,Satisfied
102570,72,81479.91,0,1,1,Dissatisfied
102571,70,4848.5,0,1,1,Dissatisfied
102572,72,66235.34,1,1,0,Dissatisfied
102573,49,27983.22,0,1,1,Dissatisfied
102574,68,87283.02,1,0,0,Dissatisfied
102575,61,49014.24,0,0,0,Dissatisfied
102576,35,31252.07,0,0,1,Satisfied
102577,23,52246.25,1,1,1,Dissatisfied
102578,35,38813.84,0,0,1,Dissatisfied
102579,36,56865.81,1,0,0,Satisfied
102580,39,12338.75,1,1,1,Satisfied
102581,54,99702.06,0,1,1,Dissatisfied
102582,49,43130.03,1,1,0,Satisfied
102583,73,35474.83,0,0,0,Dissatisfied
102584,58,71310.77,0,0,0,Satisfied
102585,76,37026.04,0,0,0,Dissatisfied
102586,20,83494.16,1,0,1,Dissatisfied
102587,45,45972.8,0,0,0,Dissatisfied
102588,27,72236.28,1,0,1,Dissatisfied
102589,68,11637.87,1,0,1,Dissatisfied
102590,52,84765.8,0,0,0,Dissatisfied
102591,78,73836.08,0,0,0,Dissatisfied
102592,46,21959.96,1,0,0,Satisfied
102593,71,15383.31,1,1,0,Satisfied
102594,32,32312.94,0,1,0,Dissatisfied
102595,50,97630.99,1,1,0,Satisfied
102596,24,26426.33,0,0,1,Satisfied
102597,29,46156.59,1,1,1,Dissatisfied
102598,66,3972.0,1,1,1,Satisfied
102599,47,40325.53,1,0,1,Satisfied
102600,38,57560.68,1,0,1,Dissatisfied
102601,48,95359.34,1,0,0,Dissatisfied
102602,75,52156.87,1,1,0,Dissatisfied
102603,78,82091.63,1,0,1,Dissatisfied
102604,41,55165.64,0,1,1,Satisfied
102605,37,5037.72,1,0,0,Satisfied
102606,54,32185.82,0,1,0,Dissatisfied
102607,21,57979.4,0,1,0,Satisfied
102608,45,95108.8,0,1,0,Dissatisfied
102609,61,86053.91,0,0,0,Dissatisfied
102610,79,23607.21,0,0,0,Dissatisfied
102611,37,22790.87,1,1,1,Dissatisfied
102612,77,20916.12,0,1,1,Dissatisfied
102613,41,92327.39,1,0,1,Satisfied
102614,67,85413.95,0,1,0,Dissatisfied
102615,66,77713.46,0,0,0,Satisfied
102616,68,39880.78,0,0,0,Dissatisfied
102617,49,50933.69,0,0,1,Dissatisfied
102618,58,46968.84,1,1,0,Satisfied
102619,53,26086.41,1,0,0,Dissatisfied
102620,75,50997.78,0,1,0,Satisfied
102621,70,4019.16,0,0,0,Dissatisfied
102622,51,14049.23,1,1,0,Dissatisfied
102623,53,88772.37,0,1,1,Dissatisfied
102624,19,75416.3,0,0,0,Satisfied
102625,32,42863.97,1,0,0,Dissatisfied
102626,51,52197.89,0,1,0,Dissatisfied
102627,53,37629.89,1,1,1,Satisfied
102628,23,74337.21,1,0,0,Satisfied
102629,56,78634.53,0,0,1,Dissatisfied
102630,59,76565.23,0,0,0,Satisfied
102631,68,72538.56,1,0,0,Satisfied
102632,68,21245.93,0,0,0,Dissatisfied
102633,75,34459.03,1,1,0,Dissatisfied
102634,71,47514.7,1,0,1,Dissatisfied
102635,78,33748.51,0,0,1,Satisfied
102636,29,75739.08,1,1,1,Dissatisfied
102637,20,33606.0,0,0,0,Dissatisfied
102638,62,14684.98,0,1,0,Satisfied
102639,35,40505.0,1,1,1,Satisfied
102640,57,98011.53,1,0,0,Dissatisfied
102641,38,23362.26,1,0,1,Satisfied
102642,32,61603.71,0,0,1,Satisfied
102643,50,43864.33,1,0,0,Satisfied
102644,52,8031.43,0,0,0,Satisfied
102645,43,49299.78,1,1,1,Satisfied
102646,25,70514.27,1,0,0,Satisfied
102647,53,51808.78,1,1,0,Satisfied
102648,65,87338.5,1,0,0,Satisfied
102649,47,29604.76,1,1,0,Satisfied
102650,40,9538.67,1,1,1,Dissatisfied
102651,59,93720.0,1,1,0,Dissatisfied
102652,61,38441.44,1,0,1,Dissatisfied
102653,31,58064.15,1,0,1,Dissatisfied
102654,31,79408.31,1,0,0,Satisfied
102655,19,33107.05,1,1,1,Dissatisfied
102656,72,71900.29,0,1,0,Satisfied
102657,54,14406.47,0,0,1,Satisfied
102658,22,29838.08,1,1,1,Dissatisfied
102659,55,15326.35,0,1,0,Dissatisfied
102660,62,81311.83,1,0,1,Satisfied
102661,58,23042.27,0,0,0,Dissatisfied
102662,79,72022.95,0,1,1,Satisfied
102663,71,94386.54,1,0,1,Dissatisfied
102664,77,53249.45,1,1,1,Satisfied
102665,78,54462.89,0,1,0,Dissatisfied
102666,64,46642.32,1,0,1,Dissatisfied
102667,31,33263.12,1,1,1,Dissatisfied
102668,73,48089.85,0,0,0,Satisfied
